#CODE;RUSSIAN;x
EVTDESC100413;"Я запрещаю Вам дуэль с Вашим соперником и не даю своего благословения. Несмотря на то, что Вы чувствуете себя оскорблённым, я не могу позволить Вам сгоряча вызывать соперника на дуэль."\n[From.GetTitledFirstName] игнорирует неуважение к моей чести и запрещает мне поединок!;x
EVTOPTA100413;Но... Почему я должен мириться с этим?!;x
EVTDESC100414;"Я запрещаю Вам дуэль с Вашим соперником и изгоняю Вас из страны. Я не могу иметь таких вассалов, как Вы, вызывающих на дуэль любого, кто оскорбит их - нанесение увечий создаёт массу проблем и сеет хаос в моём государстве!"\n[From.GetTitledFirstName] изгоняет меня, за простой запрос на дуэль!;x
EVTOPTA100414;Это невозможно!;x
EVTDESC100415;[From.GetTitledFirstName] должен был спросить разрешение сюзерена ([From.Liege.GetTitledFirstName]), чтобы бросить мне вызов на дуэль. Я согласился, конечно, что ещё я мог сделать?;x
EVTOPTA100415;Этот мерзавец ранил меня!;x
EVTOPTB100415;Мне удалось лишить [From.GetHerHim] сознания до того, как кто-нибудь мог пострадать;x
EVTOPTC100415;Я легко победил [From.GetHersHis].;x
opinion_disgraceful;Позорный;x
EVTDESC100420;Я абсолютно уверен, что мой соперник жульничает на турнире! Он ни за что не победил бы в сражениях так легко...;x
EVTOPTA100420;[Root.Liege.GetTitledFirstName] узнает об этом мошеннике!;x
EVTTOOLTIP100421;[Root.GetTitledFirstName] говорит персонажу [This.GetTitledFirstName] о мошеннике;x
EVTOPTB100420;Я сам разберусь с ним!;x
EVTTOOLTIP100422;[Root.GetTitledFirstName] противостоит своему сопернику ([This.GetTitledFirstName]);x
EVTOPTC100420;Пусть все узнают, кто он такой!;x
EVTTOOLTIP100423;Не любит Вашу клевету;x
EVTOPTD100420;Я буду держать язык за зубами.;x
EVTDESC100421;"[Root.PrimaryTitle.GetFOA], у меня есть доказательства мошенничества одного из участников турнира!" - сообщил мне [From.GetTitledFirstName].\nХорошо известно, что [From.GetSheHe] и предполагаемый мошенник враждуют, но я не могу себе представить, что [From.GetTitledFirstName] будет лгать о чём то столь серьёзном!;x
EVTOPTA100421;Посадить мошенника в тюрьму!;x
EVTTOOLTIP100424;Сидит в тюрьме за мошенничество в турнире;x
EVTOPTB100421;Изгнать мошенника!;x
EVTTOOLTIP100425;Изгоняется за мошенничество в турнире;x
EVTOPTC100421;Мне нужны более веские доказательства, чем Ваши слова.;x
EVTDESC100422;Турнир проходил, как положено, когда [From.GetTitledFirstName], разочарованный своими неудачами, обвинил меня в мошенничестве и представил смешную теорию. [From.GetSheHeCap] утверждал, что имеет доказательства, что я мошенничаю!;x
EVTOPTA100422;Я выиграл каждый матч честно и справедливо!;x
EVTOPTB100422;Ваши "доказательства" оскорбительны, я вызываю Вас на дуэль!;x
EVTTOOLTIP100427;брошен вызов на дуэль;x
EVTDESC100423;Все на турнире, который проводит [From.Liege.GetTitledFirstName], слышали, как [From.GetTitledFirstName] обвинял меня в обмане. Я не думал, что кто-то поверил в [From.GetHersHis] дикие обвинения, но подозрительные взгляды и перешёптывания говорили об обратном.;x
EVTOPTA100423;Золото успокоит их больные фантазии!;x
EVTOPTB100423;Почему меня вообще волнует, что они думают?;x
EVTDESC100424;[FromFrom.GetTitledFirstName] обвинил меня в обмане на турнире и [From.GetTitledFirstName] верит [FromFrom.GetHerHim]. Я был брошен в тюрьму на основе необоснованных обвинений моего врага!;x
EVTOPTA100424;Я убью тебя, [FromFrom.GetTitledFirstName]!;x
EVTDESC100425;Лживые обвинения в мошенничестве на турнире, которыми бросается [FromFrom.GetTitledFirstName], беспочвенны, но [From.GetTitledFirstName] верит каждому ядовитому слову, которое этот идиот сказал. Несмотря на мои протесты и требования справедливого судебного разбирательства, где [FromFrom.GetTitledFirstName] сможет представить свои "доказательства", [From.GetTitledFirstName] изгоняет меня из страны!;x
EVTOPTA100425;Когда я вернусь, [FromFrom.GetSheHe] уже не будет в безопасности.;x
EVTDESC100426;Я рассказал о мошенничестве своего соперника на турнире, и теперь [From.GetTitledFirstName] рассматривает мои обвинения...;x
EVTOPTA100426;[From.GetTitledFirstName] ничего не делает!;x
EVTOPTB100426;[From.GetTitledFirstName] велит бросить мошенника в тюрьму!;x
EVTOPTC100426;[From.GetTitledFirstName] изгоняет мошенника из страны!;x
EVTDESC100427;[From.GetTitledFirstName] покраснел и начал сыпать ругательствами, когда я обвинил [From.GetHersHis] в жульничестве на турнире. Я убедился, что мои обвинения слышало настолько много людей, насколько это было возможно, но я быстро пожалел об этом, когда [From.GetTitledFirstName] вызвал меня на дуэль!;x
EVTOPTA100427;Я согласен, но Вам придётся биться честно!;x
EVTTOOLTIP100428;защищает свою честь от обвинений персонажа [Root.GetTitledFirstName];x
EVTOPTB100427;Я шучу, шучу! Не бейте меня...;x
EVTTOOLTIP100429;никогда не видел более бесхребетное существо, чем [Root.GetTitledFirstName];x
EVTDESC100428;Я защищал свою честь единственно возможным способом - дуэль. [From.GetTitledFirstName] должен ответить за свои слова. Я вызвал [From.GetHersHis] на поединок глазах у всех участников турнира, зрителей и нашего сюзерена ([From.Liege.GetTitledFirstName]). Никому не сойдёт с рук называть меня мошенником!;x
EVTOPTA100428;Боюсь... Я проиграл...;x
EVTOPTB100428;[From.GetSheHeCap] упал без сознания, доказав этим мою невиновность.;x
EVTOPTC100428;Я победил [From.GetHersHis] и этим доказал, что я - не мошенник.;x
EVTDESC100429;Как я и думал, [From.GetTitledFirstName] может только болтать и ничего больше. Трус! [From.GetSheHeCap] поспешно снял свои обвинения, когда я пригрозил забить зубы ему в горло.;x
EVTOPTA100429;Нужно было сделать это в любом случае.;x
EVTDESC100440;О, [Root.Religion.GetRandomGodName], это просто удивительно, куда катиться мир, когда еретики пытаются опровергнуть всё, во что мы верили и принести нам ложных богов! Среди многих других, мой соперник принял еретическую версию веры [Root.Religion.GetName].;x
EVTOPTA100440;[Root.Religion.GetRandomGodName] нуждается в защите от таких людей!;x
EVTTOOLTIP100441;[Root.GetTitledFirstName] предлагает персонажу [Root.RelHead.GetTitledFirstName] свою помощь против еретиков, таких, как [Root.GetHersHis] соперник;x
EVTOPTB100440;Но моя неприязнь к нему вполне мирская.;x
EVTOPTC100440;Возможно, что-то в его взглядах - правда.;x
EVTDESC100441;"С печалью в сердце я сообщаю Вам, что заблудший подданный решил стать еретиком. Я надеюсь, что Ваше Святейшество будет следить за тем, чтобы ни у кого не возникло искушения следовать тем же еретическим путём."\n[From.GetTitledFirstName] предупреждает нас, что подданный введён в заблуждение.;x
EVTOPTA100441;У нас нет другого выбора, кроме как отлучить эту бедную душу.;x
EVTTOOLTIP100443;направляет письмо персонажу [This.GetTitledFirstName], говорящее, что [From.GetSheHe] отлучается от церкви персонажем [Root.GetTitledFirstName].;x
EVTTOOLTIP100444;направляет письмо, обещая персонажу [Root.GetTitledFirstName] позаботиться о еретике.;x
EVTOPTB100441;Мы не считаем это важным в данный момент.;x
EVTTOOLTIP100445;посылает письмо с вежливым отказом и благодарит [This.GetHersHis] за беспокойство;x
EVTDESC100442;Прости меня, [Root.Religion.GetRandomGodNameCap], ибо я во грехе! Я сетях ереси, расставленных моим врагом, и теперь исповедую [Root.Religion.GetName].;x
EVTOPTA100442;Может быть, это не так уж плохо...;x
EVTDESC100443;[FromFrom.GetTitledFirstName] обращается к нам, и мы, [From.GetTitledFirstName], согласны - Вам следует отказать в причастии и отлучить от Святой Церкви! Да помилует Бог Вашу душу.\n [From.GetTitledFirstName];x
EVTOPTA100443;Что?;x
EVTDESC100444;[Root.GetTitledFirstName], мы хотели бы поблагодарить Вас за Ваше предупреждение о еретике, известном как [From.GetTitledFirstName], среди наших подданных.\n [FromFrom.GetTitledFirstName];x
EVTOPTA100444;Любой истинный христианин поступил бы также.;x
EVTDESC100445;После некоторых размышлений мы решили не отлучать от церкви человека, о котором Вы нас предупреждали. Мы не нашли никаких доказательств против Вашего соперника. [From.Religion.GetRandomGodNameCap] с Вами.\n [From.GetTitledFirstName];x
EVTOPTA100445;Ну что ж, стоило попробовать...;x
EVTDESC100450;Мой сюзерен, [Root.Liege.GetTitledFirstName], не знает, какой коварный и подлый человек мой соперник, не видя истинных мотивов за [Root.HersHis] лестью.;x
EVTOTPA100450;Я покажу, какой змеей [Root.GetSheHe] является!;x
EVTTOOLTIP100451;[Root.GetTitledFirstName] говорит персонажу [This.GetTitledFirstName], какой презренный человек [Root.GetHersHis] соперник;x
EVTOTPB100450;[Root.Liege.GetTitledFirstName] и так скоро всё узнает...;x
EVTDESC100451;"[Root.PrimaryTitle.GetFOA], пожалуйста, выслушайте меня! Этот человек, к которому Вы так благосклонны, не более, чем коварная и подлая змея!"\n [From.GetTitledFirstName] пытается убедить меня быть внимательнее в отношении своих друзей.;x
EVTOTPA100451;Кто же знал!;x
EVTTOOLTIP100453;[Root.Liege.GetTitledFirstName] избегает бывшего друга ([This.GetTitledFirstName]);x
EVTOTPB100451;Я не верю Вам! Вы просто завидуете...;x
EVTTOOLTIP100452;[Root.GetTitledFirstName] игнорирует сомнения;x
EVTDESC100452;Чем больше [From.GetTitledFirstName] узнаёт о проступках моего врага из моих уст, тем мрачнее и задумчивее становится [From.GetHersHis] лицо. Боюсь, что [From.GetSheHe] не поверит мне из-за преувеличений...;x
EVTOPTA100452;[From.GetTitledFirstName] верит каждому слову, сказанному мной!;x
EVTOPTB100452;[From.GetTitledFirstName] называет меня лжецом!;x
EVTDESC100453;"[From.GetTitledFirstName] рассказывает мне о злодеяниях, которые Вы сделали, презренных и подлых вещах, которые [From.GetHerHim] довелось увидеть собственными глазами! Мне казалось, что мы друзья, но теперь меня не обманешь."\n [FromFrom.GetTitledFirstName] по-прежнему мне не верит. Мне не удалось убедить [FromFrom.GetHersHis], что [From.GetTitledFirstName] лжёт.;x
EVTOPTA100453;Гори в аду, [From.GetTitledFirstName]!;x
EVTDESC100460;"Вы знаете, мне сказали, что Ваш враг любит [Root.GetManWoman]!"\n Это стало для меня шоком, услышать, что мой враг - гомосексуалист!;x
EVTOTPA100460;Наконец, я смогу очернить репутацию врага!;x
EVTTOOLTIP100461;не имеет ничего, кроме презрения к персонажу [Root.GetTitledFirstName];x
EVTOTPB100460;Это разрушит [Root.GetHersHis] жизнь! Я стану частью этого.;x
EVTOTPC100460;Я буду защищать эту тайну, как свою.;x
EVTTOOLTIP100462;[Root.GetTitledFirstName] больше не видит в персонаже [This.GetTitledFirstName] своего соперника;x
EVTDESC100461;Сначала это были только слухи, потом люди начали шептаться, а затем распускать сплетни. Секрет, который я пытаюсь сохранить в тайне, отрицать и не замечать настиг меня и открыл для некоторых жестокую правду: я питаю страсть к [Root.GetManWoman]ам, а не [Root.GetManWomanOpp]ам.;x
EVTOPTA100461;Наверняка [From.GetTitledFirstName] стоит за этим!;x
EVTDESC100462;Это была тайна, хранимая мной всю жизнь. Каждая сплетня, каждый слух о том, что мне не интересен другой пол искоренялись настолько, насколько возможно. И вот мой враг, [From.GetTitledFirstName], приходит ко мне, и говорит, что знает мой секрет. Я готовлюсь к [From.GetHersHis] ликованию по поводу того, что [From.GetSheHe] имеет сведения, которые можно использовать, чтобы разрушить мою репутацию.;x
EVTOPTA100462;[From.GetSheHe] говорит мне, что мой секрет в безопасности.;x
EVTDESC100470;Чем больше я думаю об этом, тем более нелепым мне это кажется. [Root.GetTitle] в качестве соперника - это ниже моего достоинства. Кажется, немного глупо с моей стороны считать [Root.GetHersHis] своим соперником.;x
EVTOPTA100470;Действительно, нет смысла в этом соперничестве.;x
EVTOPTB100470;Я никогда не забываю своих врагов.;x
EVTDESC100471;[From.GetTitledFirstName] и я были соперниками на протяжении долгого времени, но теперь, когда [From.GetSheHe] - [From.GetTitle], а я - [Root.GetTitle], [From.GetSheHe] чувствует, что это ниже [From.GetHersHis] достоинства.;x
EVTOPTA100471;Наконец-то!;x
EVTOPTB100471;[From.GetTitle] [From.GetSheHe] или нет, вражда в силе!;x
EVTTOOLTIP100472;[Root.GetTitledFirstName] отказывается окончить вражду с персонажем [This.GetTitledFirstName];x
EVTDESC100472;Я считаю, что давно пора похоронить эту вражду, нанёсшую удар по нашей репутации, в прошлом, где ему и место, но [From.GetTitledFirstName] не обладает таким великодушием\n"[Root.GetTitle] или [From.GetTitle], наша вражда навсегда!";x
EVTOPTA100472;Ну что за!..;x
EVTDESC100480;Мой сюзерен [Root.Liege.GetTitledFirstName] и я до сих пор враждуем, и это значительно затрудняет исполнение вассального договора. Знание того, что моя тяжелая работа позволяет моему врагу жить безопасной, счастливой жизнью раздражает меня до безумия!;x
EVTOPTA100480;[Root.Liege.GetTitledFirstName] - мой враг навсегда!;x
EVTOPTB100480;Придётся жить с этим.;x
EVTOPTC100480;Нужно помириться ради порядка.;x
EVTTOOLTIP100481; ;x
opinion_stubborn_rival;Упрямый Соперник;x
opinion_respects_liege;Уважает Сюзерена;x
EVTDESC100481;[Root.PrimaryTitle.GetFOA], боюсь, что наша вражда препятствует исполнению вассального договора. Знание того, что моя тяжелая работа позволяет моему врагу жить безопасной, счастливой жизнью, давлеет надо мной. Давайте покончим с этой враждой, и я смогу служить Вам в полную силу.\nВаш верноподданный, \n[From.GetTitledFirstName];x
EVTOPTA100481;Да, так будет лучше...;x
EVTDESC100490;Сюзерен [Root.Liege.GetTitledFirstName] в опасности - мой заклятый враг планирует мятеж против н[Root.Liege.GetHersHis]!;x
EVTOPTA100490;Я не позволю, чтобы моя вражда мешала моим делам.;x
EVTOPTB100490;Возможно, общий враг позволит нам помириться?;x
EVTTOOLTIP100491;[Root.GetTitledFirstName] присоединяется к заговору персонажа [This.GetTitledFirstName] против своего сюзерена ([Root.Liege.GetTitledFirstName]);x
EVTDESC100491;Я занимаюсь планированием следующего шага в своём заговоре, и вот [From.GetTitledFirstName] врывается в мою комнату и предлагает присоединиться к нему, заявляя, что сюзерен [From.Liege.GetTitledFirstName] - [From.GetHersHis] противник!;x
EVTOPTA100491;Мне не нужна Ваша помощь!;x
EVTTOOLTIP100492;[Root.GetTitledFirstName] не нуждается в помощи персонажа [This.GetTitledFirstName] с [Root.GetHersHis] заговором против сюзерена ([This.Liege.GetTitledFirstName]);x
EVTOPTB100491;Мне понадобится любая помощь.;x
EVTDESC100492;[From.GetTitledFirstName] планирует заговор против нашего сюзерена, известного как [Root.Liege.GetTitledFirstName]. Но теперь, когда [From.GetHerHim] довелось узнать от меня о моём желании присоединиться, [From.GetSheHe] вместо того, чтобы выразить благодарность отвечает мне резким отказом!;x
EVTOPTA100492;Что же теперь делать?;x
EVTDESC100500;Мой заклятый враг стал последователем Христа! Аллилуйя! Слава Господу!;x
EVTOPTA100500;Нужно пересмотреть наши отношения!;x
EVTOPTB100500;"Возлюби врага" - явно не про этот случай.;x
EVTDESC100501;[Root.Religion.GetName] учит нас любить своих врагов, но несмотря на это, [From.GetTitledFirstName] удивляет меня своим предложением закончить нашу вражду ради нашей веры.;x
EVTOPTA100501;Во имя Господа нашего!;x
EVTTOOLTIP100502;[Root.GetTitledFirstName] и [This.GetTitledFirstName] окончили свою вражду.;x
EVTOPTB100501;Мы - враги, ибо на то воля Божья.;x
EVTTOOLTIP100503;[Root.GetTitledFirstName] отклоняет предложение персонажа [This.GetTitledFirstName] прекратить соперничество;x
opinion_continued_rivalry;Продолжил соперничество;x
EVTDESC100502;"Вы правы! Давайте покончим с этим. [Root.Religion.GetName] учит нас любить всех, а врагов - в первую очередь!"\n[From.GetTitledFirstName] соглашается прекратить нашу мелочную вражду.;x
EVTOPTA100502;Какой прекрасный день!;x
EVTDESC100503;"Какое это имеет отношение к нам? Был ли Иисус с нами, когда мы стали врагами? Я не вижу причин для того, чтобы наша общая вера велела нам быть друзьями."\n[From.GetTitledFirstName] не хочет прекращать нашу вражду.;x
EVTOPTA100503;Мне казалось, общая вера сделает нас друзьями...;x
EVTOPTB6502;Ударить котенка;x
opinion_killed_father;Убил моего отца;x
EVTDESC100510;Какая прекрасная возможность - мой сюзерен [Root.Liege.GetTitledFirstName] приглашает меня и моего врага на охоту в [Root.Liege.Location.County.GetAdjective]их лесах. Маленькая ошибка может иметь катастрофические последствия, стрела выпущенная в неудачный момент, может пробить сердце моего врага.;x
EVTOPTA100510;Сейчас или никогда!;x
EVTOPTB100510;Крестьянин, огонь по моей команде!;x
EVTTOOLTIP100511;[Root.GetTitledFirstName] подкупает персонажа [This.GetTitledFirstName] для убийства врага выпущенной стрелой.;x
EVTOPTC100510;Давайте просто наслаждаться охотой.;x
EVTTOOLTIP36010;Белый олень;x
EVTDESC100511;Я слышу звук летящей стрелы за секунду до попадания. Свист её оперения, как песня проносящаяся по лесу, должен помочь мне избежать беды...;x
EVTOPTA100511;Стрела попала мне в руку!;x
EVTOPTB100511;Стрела пронзила мою ногу!;x
EVTOPTC100511;Стрела... пронзила мое сердце...;x
EVTOPTD100511;Стрела чуть не задела меня!;x
EVTDESC100512;Затаив дыхание, как только стрела вылетела из лука, я вслушиваюсь в звук её полёта. Её цель - несомненно, [From.GetTitledFirstName]...;x
EVTOPTA100512;Стрела ранит [From.GetHersHis], попав в руку!;x
EVTOPTB100512;Стрела калечит [From.GetHersHis], пронзив ногу!;x
EVTOPTC100512;Стрела пролетает мимо!;x
EVTDESC100513;Стрела поразила цель, пробив сердце. [From.GetTitledFirstName] погибает еще до того, как падает с лошади. Никто не признался, чья стрела [From.GetHersHis] убила, поэтому произошедшее признали несчастным случаем на охоте.;x
EVTOPTA100513;Отличный выстрел!;x
EVTTOOLTIP100514;[This.GetTitledFirstName] клянётся отомстить за смерть своего отца ([This.Father.GetTitledFirstName]) убийце ([Root.GetTitledFirstName]).;x
EVTDESC100514;Мой отец [Root.Father.GetTitledFirstName] погиб на охоте, и это не было случайностью. [From.GetTitledFirstName], враг моего отца, имеет лук с такой же стрелой, как та, которая пронзила сердце моего отца!;x
EVTOPTA100514;Я отомщу, рано или поздно!;x
the_content;Удовлетворенный;x
the_failed_poisoner;Отравитель-неудачник;x
opinion_poisoner;Отравитель;x
master_poisoner;Мастер ядов;x
EVTDESC100520;Никто не заметит, если я отравлю вино моего врага на празднике, который устраивает [Root.Liege.GetTitledFirstName]. Гости будут слишком заняты сплетнями, заговорами и интригами.;x
EVTOPTA100520;Я пойду на риск и отравлю вино!;x
EVTTOOLTIP100523;Отравленное вино, предназначенное для губ противника персонажа [Root.GetTitledFirstName], досталось персонажу [This.GetTitledFirstName].;x
EVTOPTB100520;А если обнаружится, что это моих рук дело?;x
EVTDESC100521;Незаметно для всех я добавляю яд в вино и поменяю кубок своего врага на отравленный. Мой враг ничего не замечает, увлёкшись беседой с сюзереном. И вот я уже слышу чей-то хрип и стук упавшего на пол бокала.;x
EVTOPTA100521;Отравленное вино... все впустую!;x
EVTDESC100522;Вино имело странный вкус, покалывало язык, но было вполне сносным. Не прошло часа, как у меня началась рвота с кровью, и до меня дошло, что вино было отравлено!;x
EVTOPTA100522;...убейте... меня...;x
EVTTOOLTIP100524;[Root.GetTitledFirstName] был отравлен персонажем [This.GetTitledFirstName];x
EVTOPTB100522;Яд не убил меня, но полностью лишил сил.;x
EVTOPTC100522;Яд... всё горит...;x
EVTDESC100523;Праздник проходит точно так, как я и было задумано - много еды и вина, прекрасные развлечения и интересные гости. Жаль, но кто-то решил всё испортить, отравив вино!;x
EVTOPTA100523;Если я узнаю, кто это сделал, он сильно пожалеет!;x
EVTTOOLTIP100525;[Root.GetTitledFirstName] был(а) случайно отравлен(а) персонажем [From.GetTitledFirstName];x
EVTDESC100524;[From.GetTitledFirstName] пьёт отравленное вино из кубка и просит ещё. В это время я сижу и наслаждаюсь трапезой, ожидая, когда подействует яд.;x
EVTOPTA100524;[From.GetTitledFirstName] умирает долго и мучительно.;x
EVTTOOLTIP100526;[This.GetTitledFirstName] будет мстить за своего отца ([This.Father.GetTitledFirstName]);x
EVTOPTB100524;Яд не убил, но привёл [From.GetHersHis] к немощи.;x
EVTOPTC100524;Яд привёл [From.GetHersHis] к болезни.;x
EVTDESC100525;Несколько свидетелей заявили, что они видели, как [FromFrom.GetTitledFirstName] подливает что-то в вино. Довольно скоро мне удалось получить от н[FromFrom.GetHersHis] признание. Некоторые гости почувствовали слабость, но, к счастью, никто не погиб, яда в вине было недостаточно, чтобы оказать ощутимый вред.;x
EVTOPTA100525;Бросить отравителя в темницу!;x
EVTOPTB100525;Изгнать отравителя из страны!;x
EVTOPTC100525;Никто не умер, я проявлю милосердие.;x
EVTDESC100526;На празднике, организатор которого - [From.Liege.GetTitledFirstName], от отравленного вина умер мой отец, и причина этому - [From.GetTitledFirstName]! Я отомщу за смерть отца!;x
EVTOTPA100526;Я не успокоюсь, пока [From.GetTitledFirstName] не умрёт!;x
mod_forgives_poisoner;Прощает отравителя;x
EVTDESC100527;Мне пришлось признаться после того, как довелось услышать, что [From.GetTitledFirstName] говорит с придворными о моём участии в отравлении вина, а затем решает обратиться с вопросами ко мне. Мой враг вовсе не пострадал, но многие гости заболели, выпив это вино.;x
EVTOTPA100527;[From.GetTitledFirstName] велит бросить меня в темницу.;x
EVTOTPB100527;[From.GetTitledFirstName] изгоняет меня из страны.;x
EVTDESC72038;Я слышу, как [From.GetTitledFirstName] вызывает одного из моих гостей на дуэль и, прежде чем у меня появляется шанс вмешаться, два дуэлянта выходят на улицу...;x
EVTOPTA72038;Я стараюсь, добраться до них пока не стало слишком поздно...;x
opinion_revoked_lord_spiritual_title;Отозвал должность Духовника;x
action_inquisition_desc;Пусть [GetLordSpiritualName] позаботится о потерянных душах этого округа, обращая еретиков и иноверцев.;x
action_advance_cul_tech_desc;Пусть [GetLordSpiritualName] способствует развитию культуру округа.;x
action_improve_rel_relations_desc;Пусть [GetLordSpiritualName] возглавит религиозную делегацию для обсуждения вопросов веры с местным духовенством (особенно полезно по отношению к официальному главе церкви).;x
job_spiritual;Духовник;x
mastermind_theologian_desc;Богослов выдающегося ума, признанный одним из лучших ученых.;x
CHOOSE_AMBITION;§GКликните, чтобы выбрать амбицию§!;x
NO_VALID_AMBITIONS;Нет подходящих амбиций;x
CHOOSE_PLOT;Выберите заговор;x
NO_VALID_PLOTS;Нет подходящих заговоров;x
DYN9_DESC;Cо счетом $SCORE$ Вы $FAILED$ превзошли Дом аф Бьяльбо, который, возможно, создал современное государство Швеция. До их правления шведское государство было сильно децентрализованным, где приказы королевской власти почти игнорировалась. Короли Бьяльбо сделали систему управления более четкой, завоевав Финляндию и в 1337 году вступил в личную унию с Норвегией, подняли Швецию на вершину своей средневековой мощи.;x
entertaining_entertainment;Развлекательный Прием;x
fabulous_feast;Потрясающий праздник;x
poor_revenge_seeker;Неумело ищущий мести;x
hot_revenge;Месть подают холодной;x
EVTDESC100530;Настало время моей мести! У меня так много восхитительно злобных планов, но мне следует контролировать себя, чтобы убедиться, что всё пойдет, как надо.;x
EVTOPTA100530;Я испорчу репутацию моего врага!;x
EVTTOOLTIP100531;[Root.GetTitledFirstName] оклеветал оклеветал врага ([This.GetTitledFirstName]);x
EVTTOOLTIP100532;Никто не верит персонажу [This.GetTitledFirstName];x
EVTOPTB100530;Я пошлю своих головорезов убить моего противника!;x
EVTTOOLTIP100533;[Root.GetTitledFirstName] посылает головорезов убить своего противника ([This.GetTitledFirstName]);x
EVTOPTC100530;Мои головорезы изобьют моего противника!;x
EVTTOOLTIP100534;[Root.GetTitledFirstName] посылает головорезов избить своего противника ([This.GetTitledFirstName]);x
EVTOPTD100530;О чем я только думаю? Я не хочу мести!;x
EVTDESC100531;Мне удалось узнать сплетни о себе, слухи, медленно, но верно разрушающие мою репутацию. Это зашло так далеко, что никто не решается встретиться со мной взглядом. Обеспокоенные родители прячут от меня своих детей, а сплетники моментально умолкают при одном моём виде.;x
EVTOPTA100531;Что я сделал? Кто распространил эти гнусные слухи?;x
EVTTOOLTIP100537;Гнусные слухи распространяет [This.GetTitledFirstName];x
EVTDESC100532;Ничего не помогает! Мой противник слишком обожаем своими вассалами, поэтому никакая ложь, никакие странные и отвратительные вещи, придуманные мной не работают, они не верят мне!;x
EVTOPTA100532;Тогда, как я смогу отомстить?;x
EVTDESC100533;Бандиты выскочили из засады, как будто из ниоткуда, размахивая дубинками, мечами и кулаками, они явно пытались убить меня! Все мои отчаянные попытки отбиться оканчивались неудачей.;x
EVTOPTA100533;Истекая кровью, я пытаюсь убежать от них...;x
EVTTOOLTIP100538;Мне удалось спастись и остаться в живых;x
EVTTOOLTIP100535;Головорезы, посланные убить персонажа [Root.GetTitledFirstName], пришли от персонажа [This.GetTitledFirstName];x
EVTDESC100534;Прежде чем я успеваю вытащить свой меч, головорезы бросаются на меня. Я сражаюсь с ними храбро, даже успеваю поранить некоторых из них, но их слишком много.;x
EVTOPTA100534;Я не могу сражаться с ними, нужно бежать!;x
EVTDESC100535;[From.GetTitledFirstName] - мой заклятый враг, и вот теперь мои головорезы отправились убить [From.GetHersHis], чтобы свершить мою месть. Беспокойство терзает меня... И вот первые вести от бандитов...;x
EVTOPTA100535;Прекрасно! Они убили [From.GetHersHis]!;x
EVTOPTB100535;[From.GetSheHeCap] в порядке. Ничего не вышло.;x
EVTOPTC100535;Им удалось только ранить [From.GetHersHis].;x
EVTOPTD100535;Они покалечили [From.GetHersHis]!;x
EVTDESC100536;[From.GetTitledFirstName] - мой заклятый враг и цель моей мести. Лидеру моей банды головорезов был дан четкий приказ: только ранить, покалечить [From.GetHersHis], если хотят, но постараться не убивать! Будем надеяться, что они научились подчиняться приказам.;x
EVTOPTA100536;Убили!? Но приказ был - ранить, в крайнем случае покалечить!;x
EVTOPTB100536;Как [From.GetHerHim] удалось победить ВСЕХ вас?;x
EVTOPTC100536;Вы ранили [From.GetHersHis]? Превосходно!;x
EVTOPTD100536;Вы покалечили [From.GetHersHis]? Отлично!;x
EVTDESC100537;Моё сердце радовалось сладкой злобой лживым слухам о моём недруге ([From.GetTitledFirstName]), которые мне удалось распространить, и я уже почти вижу, как [From.GetHersHis] репутация валяется в канаве, становясь всё более грязной с каждым новым сплетником...;x
EVTOPTA100537;Месть - блюдо, которое подают холодным!;x
EVTOPTB100537;Меня даже не волнует, что все теперь знают: источник слухов - я.;x
EVTDESC100538;Я бегу, спасая свою жизнь, и головорезы, обременённые своим оружием и доспехами, не могут долго гнаться за мной. Даже потеряв их из виду, я уже не могу остановиться и продолжаю бежать, пока не оказываюсь в безопасности в своём доме.;x
EVTOPTA100538;Кто же хочет меня убить?;x
EVTDESC100540;Мой отец [Root.Father.GetTitledFirstName] убит и я отомщу за н[Root.Father.GetHersHis]! Как же много ужасных вещей я хочу сделать с убийцей моего отца, но я должен быть уверен, что всё пойдет как надо.;x
EVTOPTA100540;Я уничтожу репутацию убийцы.;x
EVTTOOLTIP100541;[Root.GetTitledFirstName] клевещет на убийцу ([This.GetTitledFirstName]) своего отца.;x
EVTOPTB100540;Я пошлю головорезов расправиться с убийцей.;x
EVTTOOLTIP100543;[Root.GetTitledFirstName] посылает головорезов расправиться с убийцей ([This.GetTitledFirstName]) своего отца.;x
EVTOPTC100540;Мой головорезы покалечат убийцу.;x
EVTTOOLTIP100544;Головорезы, посланные персонажем [Root.GetTitledFirstName] отправлены избить убийцу ([This.GetTitledFirstName]) [Root.GetHersHis] отца.;x
EVTOPTD100540;Я не могу так поступить.;x
EVTDESC100541;Я не осмеливаюсь больше выйти из дома. Слухи обо мне как о хладнокровном убийце подтолкнули людей не только выкрикивать ругательства, но и кидать в меня гнилыми фруктами!;x
EVTOPTA100541;За что мне это? В чём моя вина?!;x
EVTTOOLTIP100547;Репутация персонажа [Root.GetTitledFirstName] была запятнана вредоносными слухами, которые распространяет [This.GetTitledFirstName].;x
EVTDESC100542;Никто не слушает меня, когда я пытаюсь сказать, кто убил моего отца! Я перепробовал любую ложь, любое смехотворно странное или отвратительное доказательство, которое я смог придумать, чтобы запятнать репутацию убийцы, но никто не верит мне!;x
